,標題,價格,商品網址,圖片網址
161,CHUMS 女 Joy Art T-Shirt短袖上衣 羅勒綠 CH112189M102,"1,036",https://shopee.tw//CHUMS-女-Joy-Art-T-Shirt短袖上衣-羅勒綠-CH112189M102-i.178207524.23840636853?sp_atk=bc9b6fab-17a7-4acc-ac63-b15838846d5b&xptdk=bc9b6fab-17a7-4acc-ac63-b15838846d5b,https://down-tw.img.susercontent.com/file/tw-11134207-7qul5-lg0n6w89yq0a05_tn
162,BILLABONG GLACIER RUNOFF AIRLITE 男 衝浪褲 午夜綠 ABYBS00217-MID,"1,488",https://shopee.tw//BILLABONG-GLACIER-RUNOFF-AIRLITE-男-衝浪褲-午夜綠-ABYBS00217-MID-i.178207524.23142018784?sp_atk=5e9f4d10-a115-45ac-8c5c-dc0069e040bd&xptdk=5e9f4d10-a115-45ac-8c5c-dc0069e040bd,https://down-tw.img.susercontent.com/file/tw-11134207-7qula-lglxkqsrpxj582_tn
163,LAFUMA 男 ADVENTURE TEE 有機棉短袖 灰 LFV122726099,"1,024",https://shopee.tw//LAFUMA-男-ADVENTURE-TEE-有機棉短袖-灰-LFV122726099-i.178207524.19577408007?sp_atk=42cac111-4ec7-4158-be30-83b004b8b5e7&xptdk=42cac111-4ec7-4158-be30-83b004b8b5e7,https://down-tw.img.susercontent.com/file/tw-11134207-7qukx-lezgc1bax5incd_tn
164,CHUMS Recycle Round Coin Case零錢包 5色 CH603145-,361,https://shopee.tw//CHUMS-Recycle-Round-Coin-Case零錢包-5色-CH603145--i.178207524.23906145544?sp_atk=3a3fccc4-bf2f-491d-b8be-562adddfa2c3&xptdk=3a3fccc4-bf2f-491d-b8be-562adddfa2c3,https://down-tw.img.susercontent.com/file/sg-11134201-22110-gvbmxxa8g2jvfe_tn
165,CHUMS 女 Lakeside Camp T-Shirt短袖上衣 深綠色 CH112162M080,"1,311",https://shopee.tw//CHUMS-女-Lakeside-Camp-T-Shirt短袖上衣-深綠色-CH112162M080-i.178207524.18879161654?sp_atk=59f2c08a-f811-4fa3-af5b-3d7ebbdc1f23&xptdk=59f2c08a-f811-4fa3-af5b-3d7ebbdc1f23,https://down-tw.img.susercontent.com/file/tw-11134207-7qul4-lg0dqj74sje207_tn
166,BILLABONG 男 ROTOR DIAMOND SS 短袖上衣 黑 ABYZT01695BLK,944,https://shopee.tw//BILLABONG-男-ROTOR-DIAMOND-SS-短袖上衣-黑-ABYZT01695BLK-i.178207524.23966225214?sp_atk=70da84bd-9247-44d3-a390-ae6dcc5cbc85&xptdk=70da84bd-9247-44d3-a390-ae6dcc5cbc85,https://down-tw.img.susercontent.com/file/tw-11134207-7qula-lg234r0az5m2e1_tn
167,The North Face U IWD BOX S/S  TEE  AP 中 短袖上衣 -NF0A7WDHFN4,984,https://shopee.tw//The-North-Face-U-IWD-BOX-S-S-TEE-AP-中-短袖上衣-NF0A7WDHFN4-i.178207524.22224606494?sp_atk=9dfb212f-56ca-45d5-9140-cd41fff58d00&xptdk=9dfb212f-56ca-45d5-9140-cd41fff58d00,https://down-tw.img.susercontent.com/file/tw-11134207-23020-5l8a002ziknv78_tn
168,BILLABONG 男 STACKED LS PF 長袖防磨衣 白 9707516WHT,"1,033",https://shopee.tw//BILLABONG-男-STACKED-LS-PF-長袖防磨衣-白-9707516WHT-i.178207524.20668241837?sp_atk=1aef2e30-d04c-4206-9e31-61da0c2d2251&xptdk=1aef2e30-d04c-4206-9e31-61da0c2d2251,https://down-tw.img.susercontent.com/file/sg-11134201-22120-h6gr8ce19ykv5f_tn
169,BILLABONG BEAUD UP TOP 女休閒背心 條紋粉-6508097GPE,695,https://shopee.tw//BILLABONG-BEAUD-UP-TOP-女休閒背心-條紋粉-6508097GPE-i.178207524.14299548346?sp_atk=feaad927-8803-4498-a2bb-a5a6a28b618b&xptdk=feaad927-8803-4498-a2bb-a5a6a28b618b,https://down-tw.img.susercontent.com/file/tw-11134207-7r98r-lm75j6fbodjvde_tn
170,LAFUMA 男 ADVENTURE TEE 有機棉短袖 金黃 LFV122726766,"1,024",https://shopee.tw//LAFUMA-男-ADVENTURE-TEE-有機棉短袖-金黃-LFV122726766-i.178207524.23435801583?sp_atk=37930090-65d8-4388-ab14-52ad2d61b8c1&xptdk=37930090-65d8-4388-ab14-52ad2d61b8c1,https://down-tw.img.susercontent.com/file/tw-11134207-7qukx-lezkjdn855pr11_tn
171,BILLABONG EYESOLATION AIRLI 男 衝浪褲 彩色山脈 9517439-MUL,"1,488",https://shopee.tw//BILLABONG-EYESOLATION-AIRLI-男-衝浪褲-彩色山脈-9517439-MUL-i.178207524.23842021103?sp_atk=3b24030f-622e-4c56-b225-67475cd05b6a&xptdk=3b24030f-622e-4c56-b225-67475cd05b6a,https://down-tw.img.susercontent.com/file/tw-11134207-7qul3-lgm13fx6vh2hff_tn
172,LAFUMA 男 CORPORATE TEE 短袖排汗衣 黑 LFV122717523,864,https://shopee.tw//LAFUMA-男-CORPORATE-TEE-短袖排汗衣-黑-LFV122717523-i.178207524.22035760870?sp_atk=085f94b2-0e5c-4cc7-bd5b-ccf60eebbc9a&xptdk=085f94b2-0e5c-4cc7-bd5b-ccf60eebbc9a,https://down-tw.img.susercontent.com/file/tw-11134207-7quky-lezh4dn5vc4v53_tn
173,BILLABONG D BAH PRO衝浪褲 9507409NVY 海軍藍,995,https://shopee.tw//BILLABONG-D-BAH-PRO衝浪褲-9507409NVY-海軍藍-i.178207524.8831598628?sp_atk=324baea3-00c5-4c6d-ae9f-5ad003c6f4fa&xptdk=324baea3-00c5-4c6d-ae9f-5ad003c6f4fa,https://down-tw.img.susercontent.com/file/ebb48fbfd567674a5a6f964c44c57fa2_tn
174,The North Face W MFO MOUNTAIN ZIP-IN 女 防水外套NF0A88RTN3N,"4,428",https://shopee.tw//The-North-Face-W-MFO-MOUNTAIN-ZIP-IN-女-防水外套NF0A88RTN3N-i.178207524.15099446542?sp_atk=a9703b41-842a-4fe1-905f-da74ea6e6e93&xptdk=a9703b41-842a-4fe1-905f-da74ea6e6e93,https://down-tw.img.susercontent.com/file/tw-11134207-7r98v-lld7i0t7aktdf0_tn
175,CHUMS 女 Booby Face Pullover Parka 兜帽長袖上衣 3色 CH101266-,"2,028",https://shopee.tw//CHUMS-女-Booby-Face-Pullover-Parka-兜帽長袖上衣-3色-CH101266--i.178207524.23324802870?sp_atk=16b82596-66d6-440e-95aa-04d67ae40e16&xptdk=16b82596-66d6-440e-95aa-04d67ae40e16,https://down-tw.img.susercontent.com/file/tw-11134207-23020-1iufovn3jlnvc7_tn
176,BILLABONG 女 TRANSPORT ADIV PUFF 防潑輕量保暖外套 黑 J714SBTRBLK,"1,745",https://shopee.tw//BILLABONG-女-TRANSPORT-ADIV-PUFF-防潑輕量保暖外套-黑-J714SBTRBLK-i.178207524.23909174598?sp_atk=78afa467-d631-4a40-874b-6965d0609b43&xptdk=78afa467-d631-4a40-874b-6965d0609b43,https://down-tw.img.susercontent.com/file/sg-11134201-22120-kae00r1kqpkv13_tn
177,CHUMS 女 Big Booby Pullover Parka 兜帽長袖上衣 紅色 CH101268R096,"1,540",https://shopee.tw//CHUMS-女-Big-Booby-Pullover-Parka-兜帽長袖上衣-紅色-CH101268R096-i.178207524.20858377292?sp_atk=9d49ebd2-043e-48bd-b85f-eb9332766165&xptdk=9d49ebd2-043e-48bd-b85f-eb9332766165,https://down-tw.img.susercontent.com/file/sg-11134201-22100-ov3v1ohpb8iv63_tn
178,BILLABONG 男 CORE ARCH M TEES ALP 休閒背心 綠-UBYZT00171ALP,712,https://shopee.tw//BILLABONG-男-CORE-ARCH-M-TEES-ALP-休閒背心-綠-UBYZT00171ALP-i.178207524.19393635842?sp_atk=ca5da237-9d0b-4914-8402-2e3dfd221b0d&xptdk=ca5da237-9d0b-4914-8402-2e3dfd221b0d,https://down-tw.img.susercontent.com/file/tw-11134207-7r98q-lm7aoikpd4m343_tn
179,The North Face M FOUNDATION L/S TEE  男 短袖上衣 -NF0A7QVD173,"1,485",https://shopee.tw//The-North-Face-M-FOUNDATION-L-S-TEE-男-短袖上衣-NF0A7QVD173-i.178207524.18489416436?sp_atk=8dd182d9-4156-44ca-8a89-1c2d161255f8&xptdk=8dd182d9-4156-44ca-8a89-1c2d161255f8,https://down-tw.img.susercontent.com/file/tw-11134207-7qukw-lhix670ngb0u47_tn
180,THE NORTH FACE U MFO HOODIE  中 長袖上衣  NF0A5JVS738,"1,690",https://shopee.tw//THE-NORTH-FACE-U-MFO-HOODIE-中-長袖上衣-NF0A5JVS738-i.178207524.21559272515?sp_atk=75b12089-5c99-42b7-9502-c87e457366b6&xptdk=75b12089-5c99-42b7-9502-c87e457366b6,https://down-tw.img.susercontent.com/file/sg-11134201-22110-7un4uo8s3cjvde_tn
181,BILLABONG 男ALL DAY ARCH PF LS長袖防磨衣 -UBYWR03010233DKA,"1,424",https://shopee.tw//BILLABONG-男ALL-DAY-ARCH-PF-LS長袖防磨衣-UBYWR03010233DKA-i.178207524.23281785813?sp_atk=a89860a8-5cbc-4406-bba3-8ff164fc77a3&xptdk=a89860a8-5cbc-4406-bba3-8ff164fc77a3,https://down-tw.img.susercontent.com/file/tw-11134207-7r98p-lm7aft5vujrt3d_tn
182,LAFUMA 女 SKIM 快排背心 灰 LFV115754809,540,https://shopee.tw//LAFUMA-女-SKIM-快排背心-灰-LFV115754809-i.178207524.7730511770?sp_atk=82f48372-e492-469d-97ab-83dce056c748&xptdk=82f48372-e492-469d-97ab-83dce056c748,https://down-tw.img.susercontent.com/file/f275b98110c8e9eee580e2cb2c889211_tn
183,BILLABONG 男 SOLSTICE M TEES STA 短袖T恤 棕ABYZT01231STA,"1,032",https://shopee.tw//BILLABONG-男-SOLSTICE-M-TEES-STA-短袖T恤-棕ABYZT01231STA-i.178207524.21871258159?sp_atk=a16a2d4e-1fce-4095-a006-88dbd5913fdf&xptdk=a16a2d4e-1fce-4095-a006-88dbd5913fdf,https://down-tw.img.susercontent.com/file/tw-11134207-23010-njl87eckb0lvad_tn
184,CHUMS Camper Mug Cup Large露營馬克杯550ML 4色 CH621620,551,https://shopee.tw//CHUMS-Camper-Mug-Cup-Large露營馬克杯550ML-4色-CH621620-i.178207524.23942758385?sp_atk=beec7c45-21ff-45c7-ae74-a82381a7c568&xptdk=beec7c45-21ff-45c7-ae74-a82381a7c568,https://down-tw.img.susercontent.com/file/tw-11134207-7qul4-lh5no5kf4ug97a_tn
185,BILLABONG STACKED 連帽長上衣 M416WBSDNVY 海軍藍,795,https://shopee.tw//BILLABONG-STACKED-連帽長上衣-M416WBSDNVY-海軍藍-i.178207524.4173322454?sp_atk=1a00f133-40a5-4a20-8ada-03573e660f04&xptdk=1a00f133-40a5-4a20-8ada-03573e660f04,https://down-tw.img.susercontent.com/file/91419be5267a56ed39ed9d88a3844e70_tn
186,Lafuma ADVENTURE 有機棉 男 短袖上衣 叢林綠 LFV121286909,960,https://shopee.tw//Lafuma-ADVENTURE-有機棉-男-短袖上衣-叢林綠-LFV121286909-i.178207524.19709939953?sp_atk=040a862e-90f4-4dce-bc96-9ed9d7411f7a&xptdk=040a862e-90f4-4dce-bc96-9ed9d7411f7a,https://down-tw.img.susercontent.com/file/93d74f39f66cbfca300af45409e021a8_tn
187,BILLABONG 男 ARCH M TEES WHT 短袖T恤 白ABYZT01062WHT,"1,032",https://shopee.tw//BILLABONG-男-ARCH-M-TEES-WHT-短袖T恤-白ABYZT01062WHT-i.178207524.23818474727?sp_atk=c475ee03-b974-420f-89ed-b98d988a5165&xptdk=c475ee03-b974-420f-89ed-b98d988a5165,https://down-tw.img.susercontent.com/file/tw-11134207-23010-8u49f1xmb0lvf3_tn
188,CHUMS BSC Emblem T-Shirt 女 短袖T恤 Ocean-Dye CH111958Z213,948,https://shopee.tw//CHUMS-BSC-Emblem-T-Shirt-女-短袖T恤-Ocean-Dye-CH111958Z213-i.178207524.21258322338?sp_atk=79adb4fa-c456-4806-b4bf-4f4963e524da&xptdk=79adb4fa-c456-4806-b4bf-4f4963e524da,https://down-tw.img.susercontent.com/file/sg-11134201-22100-gpcpmic157iva4_tn
189,KANGOL 男 開門襟休閒短褲 3色 60211802,690,https://shopee.tw//KANGOL-男-開門襟休閒短褲-3色-60211802-i.178207524.20988524488?sp_atk=f9eabf4a-e5fc-48a0-8d1d-3a871b1cbff7&xptdk=f9eabf4a-e5fc-48a0-8d1d-3a871b1cbff7,https://down-tw.img.susercontent.com/file/tw-11134207-7qukz-lgj672vmk9wqd3_tn
190,CHUMS Flame Retardant Wall Painting中 防火阻燃短袖上衣 藍灰CH012188A082,"1,691",https://shopee.tw//CHUMS-Flame-Retardant-Wall-Painting中-防火阻燃短袖上衣-藍灰CH012188A082-i.178207524.23043060241?sp_atk=1c0b504d-c8a8-4d85-8228-d2dccd77406a&xptdk=1c0b504d-c8a8-4d85-8228-d2dccd77406a,https://down-tw.img.susercontent.com/file/tw-11134207-7qukx-lh32dxas6kvgca_tn
191,BILLABONG 男 ARCH FILL M TEES BLK 短袖T恤 黑ABYZT01277BLK,"1,032",https://shopee.tw//BILLABONG-男-ARCH-FILL-M-TEES-BLK-短袖T恤-黑ABYZT01277BLK-i.178207524.14796150503?sp_atk=e73a0850-b864-4c30-a9fc-64177db6e12e&xptdk=e73a0850-b864-4c30-a9fc-64177db6e12e,https://down-tw.img.susercontent.com/file/tw-11134207-23010-4fpopjzac0lv11_tn
192,BILLABONG 男LOUNGE SS短袖上衣 紅-ABYZT01955233CRL,944,https://shopee.tw//BILLABONG-男LOUNGE-SS短袖上衣-紅-ABYZT01955233CRL-i.178207524.15498218874?sp_atk=db95b201-9f86-4e79-8c10-219823d34536&xptdk=db95b201-9f86-4e79-8c10-219823d34536,https://down-tw.img.susercontent.com/file/tw-11134207-7r98q-lm79fq6kwlnf3a_tn
193,CHUMS Camper Mug Cup Large 550ml露營馬克杯 7色 CH621620-,551,https://shopee.tw//CHUMS-Camper-Mug-Cup-Large-550ml露營馬克杯-7色-CH621620--i.178207524.19862941933?sp_atk=b1ff2b98-32f0-42ff-b8ed-64cf45860476&xptdk=b1ff2b98-32f0-42ff-b8ed-64cf45860476,https://down-tw.img.susercontent.com/file/sg-11134201-22120-orbgjqf54kkv92_tn
194,BILLABONG 女 SUNDAY FUNDAY LS 長袖連身防磨衣 黑 67920056BP,"1,618",https://shopee.tw//BILLABONG-女-SUNDAY-FUNDAY-LS-長袖連身防磨衣-黑-67920056BP-i.178207524.20159230365?sp_atk=f323e88a-d3bc-4e59-80e4-c976b6d74d07&xptdk=f323e88a-d3bc-4e59-80e4-c976b6d74d07,https://down-tw.img.susercontent.com/file/tw-11134207-7qul0-lgoi6dbwx1k90d_tn
195,The North Face M ALPINE POLARTEC 200 FZ 男 刷毛外套NF0A83O9JK3,"3,660",https://shopee.tw//The-North-Face-M-ALPINE-POLARTEC-200-FZ-男-刷毛外套NF0A83O9JK3-i.178207524.23382078832?sp_atk=05046763-b63f-4f76-a472-993e364e6381&xptdk=05046763-b63f-4f76-a472-993e364e6381,https://down-tw.img.susercontent.com/file/tw-11134207-7r98p-lmclqm49tdi1a4_tn
196,BILLABONG BOUNDARY SHERPA 防潑保暖刷毛連帽外套 M660WBBSBKH 黑灰,"1,645",https://shopee.tw//BILLABONG-BOUNDARY-SHERPA-防潑保暖刷毛連帽外套-M660WBBSBKH-黑灰-i.178207524.4073392864?sp_atk=61c24b26-2f5f-4a64-aba0-f926e5ab77cc&xptdk=61c24b26-2f5f-4a64-aba0-f926e5ab77cc,https://down-tw.img.susercontent.com/file/5f88c1bc4b086c3c956d9a0610496094_tn
197,The North Face M S/S BOX NSE TEE 男 短袖上衣 NF0A7QUT76S,"1,184",https://shopee.tw//The-North-Face-M-S-S-BOX-NSE-TEE-男-短袖上衣-NF0A7QUT76S-i.178207524.23103331018?sp_atk=e513eaca-29b6-481a-8945-6c970dad3b4a&xptdk=e513eaca-29b6-481a-8945-6c970dad3b4a,https://down-tw.img.susercontent.com/file/sg-11134201-22110-uinesgq65cjvcd_tn
198,CHUMS Stars and Stripes Pocket T-Shirt 中性 短袖上衣 2色 CH01219,"1,036",https://shopee.tw//CHUMS-Stars-and-Stripes-Pocket-T-Shirt-中性-短袖上衣-2色-CH01219-i.178207524.22266105966?sp_atk=b77131b4-0ecd-4a56-9163-6418b52c617e&xptdk=b77131b4-0ecd-4a56-9163-6418b52c617e,https://down-tw.img.susercontent.com/file/tw-11134207-7qul6-lg1t7olfrwoaf7_tn
199,The North Face 男女 背提兩用休閒旅行包 黑 NF0A52STKY4【GO WILD】,"3,499",https://shopee.tw//The-North-Face-男女-背提兩用休閒旅行包-黑-NF0A52STKY4【GO-WILD】-i.178207524.15505398700?sp_atk=8f7d0600-3bf3-43e9-acf8-49a784ddeb9c&xptdk=8f7d0600-3bf3-43e9-acf8-49a784ddeb9c,https://down-tw.img.susercontent.com/file/tw-11134207-7r98z-lmr4yw1zjgkb9e_tn
200,CHUMS Recycle Stand Round Pouch收納包 HWYC Booby CH603130Z189,704,https://shopee.tw//CHUMS-Recycle-Stand-Round-Pouch收納包-HWYC-Booby-CH603130Z189-i.178207524.8642561104?sp_atk=e99806a2-e343-4679-aeec-ee788448e977&xptdk=e99806a2-e343-4679-aeec-ee788448e977,https://down-tw.img.susercontent.com/file/268e386b52bfd9f667868a42da1aaa96_tn
201,BILLABONG 男 ROTOR TK 背心上衣 黑 ABYZT01725BLK,864,https://shopee.tw//BILLABONG-男-ROTOR-TK-背心上衣-黑-ABYZT01725BLK-i.178207524.22835529768?sp_atk=7e9c219c-0f90-4b32-83bb-f6e9b43ac27d&xptdk=7e9c219c-0f90-4b32-83bb-f6e9b43ac27d,https://down-tw.img.susercontent.com/file/tw-11134207-7qul8-ley2m4zdufk76c_tn
202,The North Face U TNF FULL ZIP KNIT TOP純棉品牌LOGO連帽外套NF0A83OR7K,"2,910",https://shopee.tw//The-North-Face-U-TNF-FULL-ZIP-KNIT-TOP純棉品牌LOGO連帽外套NF0A83OR7K-i.178207524.23979498365?sp_atk=4cafbe71-6af6-4d39-be3c-fc67ca75f6a2&xptdk=4cafbe71-6af6-4d39-be3c-fc67ca75f6a2,https://down-tw.img.susercontent.com/file/tw-11134207-7r98p-lld29tyvdl5deb_tn
203,BILLABONG LOVE PALMS 短袖半開襟防磨衣 6708004BLK 印花黑,795,https://shopee.tw//BILLABONG-LOVE-PALMS-短袖半開襟防磨衣-6708004BLK-印花黑-i.178207524.6983261984?sp_atk=2fb7f72b-b7b0-4beb-ae30-c7a23f054ebf&xptdk=2fb7f72b-b7b0-4beb-ae30-c7a23f054ebf,https://down-tw.img.susercontent.com/file/3ecf66758059258986cc7469713e9487_tn
204,BILLABONG 男CORE ARCH PULLOVER連帽上衣 黑-ABYFT00391233BLK,"2,144",https://shopee.tw//BILLABONG-男CORE-ARCH-PULLOVER連帽上衣-黑-ABYFT00391233BLK-i.178207524.21093622611?sp_atk=fc900842-e7dc-4fe3-95c5-0b530d0ec4ef&xptdk=fc900842-e7dc-4fe3-95c5-0b530d0ec4ef,https://down-tw.img.susercontent.com/file/tw-11134207-7r98u-lm77lcmvr9uj38_tn
205,BILLABONG BEAUD UP TOP 女休閒背心 印花黑-6508097OFB,695,https://shopee.tw//BILLABONG-BEAUD-UP-TOP-女休閒背心-印花黑-6508097OFB-i.178207524.22581770640?sp_atk=6d7aa873-86b1-4acb-a6fc-18a95360476b&xptdk=6d7aa873-86b1-4acb-a6fc-18a95360476b,https://down-tw.img.susercontent.com/file/tw-11134207-7r990-lm75j6faz3ixd3_tn
206,BILLABONG BOUNDARY MOCK 防潑保暖刷毛半開襟長上衣 M640QBBMPHA 黑,"1,245",https://shopee.tw//BILLABONG-BOUNDARY-MOCK-防潑保暖刷毛半開襟長上衣-M640QBBMPHA-黑-i.178207524.9507298142?sp_atk=d2e32ef1-f020-4e20-bd82-d411817782a8&xptdk=d2e32ef1-f020-4e20-bd82-d411817782a8,https://down-tw.img.susercontent.com/file/faed1babd50466bd23093a0b3ddae7a7_tn
207,PALLADIUM OFF-GRID LO WP 中 快穿輪胎橘標低筒防水靴 77332069 灰,"2,860",https://shopee.tw//PALLADIUM-OFF-GRID-LO-WP-中-快穿輪胎橘標低筒防水靴-77332069-灰-i.178207524.22232381425?sp_atk=e64247f2-e7a6-4830-9aa4-c9c76649a74d&xptdk=e64247f2-e7a6-4830-9aa4-c9c76649a74d,https://down-tw.img.susercontent.com/file/tw-11134207-23030-yrtglfuqppov42_tn
208,LAFUMA 女 SHIELD LS TS 快乾長上衣 灰 LFV122759725,"1,499",https://shopee.tw//LAFUMA-女-SHIELD-LS-TS-快乾長上衣-灰-LFV122759725-i.178207524.23135752591?sp_atk=cc578e35-7a63-4d0e-940d-434f8ee99f2a&xptdk=cc578e35-7a63-4d0e-940d-434f8ee99f2a,https://down-tw.img.susercontent.com/file/tw-11134207-7qul8-lezhigdcudkfa7_tn
209,The North Face M ROCK ROAM DISSOLABLE 男 短袖襯衫 NF0A81PR21L,"2,248",https://shopee.tw//The-North-Face-M-ROCK-ROAM-DISSOLABLE-男-短袖襯衫-NF0A81PR21L-i.178207524.22240628623?sp_atk=f03ad951-2a84-44fa-b106-0ce3e4d0947d&xptdk=f03ad951-2a84-44fa-b106-0ce3e4d0947d,https://down-tw.img.susercontent.com/file/tw-11134207-7qul9-lg0kx637e4h6ab_tn
210,CHUMS 女 CHUMS Golf Club T-Shirt短袖上衣 紅椒粉 CH112195R115,"1,036",https://shopee.tw//CHUMS-女-CHUMS-Golf-Club-T-Shirt短袖上衣-紅椒粉-CH112195R115-i.178207524.23040633995?sp_atk=e8f004a9-7a32-4c88-8ecc-b89beb2570c8&xptdk=e8f004a9-7a32-4c88-8ecc-b89beb2570c8,https://down-tw.img.susercontent.com/file/tw-11134207-7qukw-lg0lhxnvn4e909_tn
211,BILLABONG 女 TANLINES BODYSUIT 防磨衣 黑 6791008BLK,"1,545",https://shopee.tw//BILLABONG-女-TANLINES-BODYSUIT-防磨衣-黑-6791008BLK-i.178207524.12497722103?sp_atk=8f7ccd52-9cd8-4c5f-9143-2ce7d4e67af3&xptdk=8f7ccd52-9cd8-4c5f-9143-2ce7d4e67af3,https://down-tw.img.susercontent.com/file/sg-11134201-22110-z7h3029ggbkv8b_tn
212,The North Face EXPLORE FUSEBOX S 後背包 黑-NF0A3KYVKY4,"3,686",https://shopee.tw//The-North-Face-EXPLORE-FUSEBOX-S-後背包-黑-NF0A3KYVKY4-i.178207524.22005030290?sp_atk=07fbbc7e-5336-40aa-a410-c2790c34c1f3&xptdk=07fbbc7e-5336-40aa-a410-c2790c34c1f3,https://down-tw.img.susercontent.com/file/sg-11134201-22110-wmeygv5pirjvaf_tn
213,SKECHERS HILLCREST 男 休閒鞋 237265WNVY,"1,990",https://shopee.tw//SKECHERS-HILLCREST-男-休閒鞋-237265WNVY-i.178207524.17794404290?sp_atk=64afdb02-fe4e-4742-8dde-10a85f0354e5&xptdk=64afdb02-fe4e-4742-8dde-10a85f0354e5,https://down-tw.img.susercontent.com/file/tw-11134207-7qul7-lftfz8tl6z9dca_tn
214,BILLABONG 女 TROPIC SUN J WVTP GBQ0 短上衣 薄荷綠-ABJWT00292GBQ0,"1,192",https://shopee.tw//BILLABONG-女-TROPIC-SUN-J-WVTP-GBQ0-短上衣-薄荷綠-ABJWT00292GBQ0-i.178207524.22756278073?sp_atk=9a5dc5a6-e7d3-4e12-a62c-7e08f4b638ed&xptdk=9a5dc5a6-e7d3-4e12-a62c-7e08f4b638ed,https://down-tw.img.susercontent.com/file/tw-11134207-7r98s-lm77lcmvemqje2_tn
215,BILLABONG 男 MENS HOODED TOWEL 毛巾衣 黑 ABYAA00220BLK,"1,824",https://shopee.tw//BILLABONG-男-MENS-HOODED-TOWEL-毛巾衣-黑-ABYAA00220BLK-i.178207524.23235526089?sp_atk=8d06cefe-7b97-48c0-a13b-641ee8282951&xptdk=8d06cefe-7b97-48c0-a13b-641ee8282951,https://down-tw.img.susercontent.com/file/tw-11134207-7qul1-ley2gyk2f70na0_tn
216,The North Face U LOGO PLAY 520 男女 中性 情侶 短袖上衣 愛心塗鴉NF0A7WDXFN4,"1,480",https://shopee.tw//The-North-Face-U-LOGO-PLAY-520-男女-中性-情侶-短袖上衣-愛心塗鴉NF0A7WDXFN4-i.178207524.19277371575?sp_atk=04ef2304-3a86-448c-92ce-c45aa75834be&xptdk=04ef2304-3a86-448c-92ce-c45aa75834be,https://down-tw.img.susercontent.com/file/tw-11134207-7quky-lez5a134fgw773_tn
217,CHUMS Bonding Fleece Jacket 男女 刷毛外套 Blue Crazy CH041277C078,"4,161",https://shopee.tw//CHUMS-Bonding-Fleece-Jacket-男女-刷毛外套-Blue-Crazy-CH041277C078-i.178207524.14995153348?sp_atk=359df8f3-d19c-4bf7-aca7-b9a81679a2cd&xptdk=359df8f3-d19c-4bf7-aca7-b9a81679a2cd,https://down-tw.img.susercontent.com/file/sg-11134201-22110-az7k548hs6jvd5_tn
218,BILLABONG 男 COMMANDO長袖上衣 迷彩黑 M427WBCOBCO,838,https://shopee.tw//BILLABONG-男-COMMANDO長袖上衣-迷彩黑-M427WBCOBCO-i.178207524.21166875213?sp_atk=d155ef0c-ea2e-4633-9e83-7191a0e992cf&xptdk=d155ef0c-ea2e-4633-9e83-7191a0e992cf,https://down-tw.img.susercontent.com/file/sg-11134201-22120-8o0ls0ecrpkv86_tn
219,BILLABONG 男 SUNDAYS FLORAL M WVTP DTP 短袖襯衫 粉ABYWT00204DTP,"1,272",https://shopee.tw//BILLABONG-男-SUNDAYS-FLORAL-M-WVTP-DTP-短袖襯衫-粉ABYWT00204DTP-i.178207524.23719052798?sp_atk=9d3c5853-2f27-4836-86fe-4d057937946a&xptdk=9d3c5853-2f27-4836-86fe-4d057937946a,https://down-tw.img.susercontent.com/file/tw-11134207-23010-fxuhp456yemvb7_tn
220,The North Face M QT UPF WIND JACKET  AP 男 風衣外套 -NF0A7WB6PLX,"2,586",https://shopee.tw//The-North-Face-M-QT-UPF-WIND-JACKET-AP-男-風衣外套-NF0A7WB6PLX-i.178207524.22824617659?sp_atk=7d0b433c-6380-4315-b615-f72be062508b&xptdk=7d0b433c-6380-4315-b615-f72be062508b,https://down-tw.img.susercontent.com/file/tw-11134207-23020-yj888750iknvee_tn
221,CHUMS 女 Joy Art T-Shirt短袖上衣 白色 CH112189W001,"1,036",https://shopee.tw//CHUMS-女-Joy-Art-T-Shirt短袖上衣-白色-CH112189W001-i.178207524.22666117837?sp_atk=649bde1d-8543-48bf-88af-0b1ee29f09c0&xptdk=649bde1d-8543-48bf-88af-0b1ee29f09c0,https://down-tw.img.susercontent.com/file/tw-11134207-7qul4-lg0n6w7fx4q296_tn
222,BILLABONG 男 SPINNER LT 海灘褲 棕 ABYBS00400SND,"1,824",https://shopee.tw//BILLABONG-男-SPINNER-LT-海灘褲-棕-ABYBS00400SND-i.178207524.22335529802?sp_atk=d48e47e5-b03c-4d76-8558-c2104fd19ff3&xptdk=d48e47e5-b03c-4d76-8558-c2104fd19ff3,https://down-tw.img.susercontent.com/file/tw-11134207-7qul1-ley2m4ze72o766_tn
223,The North Face U MFO GRAPHIC CREW  圓領套頭衫 綠 NF0A7WAM21L,"1,728",https://shopee.tw//The-North-Face-U-MFO-GRAPHIC-CREW-圓領套頭衫-綠-NF0A7WAM21L-i.178207524.23744333831?sp_atk=47343333-0a56-4262-a25a-4801f40cd279&xptdk=47343333-0a56-4262-a25a-4801f40cd279,https://down-tw.img.susercontent.com/file/tw-11134207-7qula-lhiy7th5hfpq73_tn
